Cloud cover [1/8],Date,Snow depth [cm],Average temperature [°C],latitude,longitude,Average radiation
Cloudy (8/8),2021-04-25,30,-1.9,66.16575626929145,29.152157226680888,66.66000000000001
Cloudy (8/8),2021-04-26,31,-2.8,66.16575626929145,29.152157226680888,78.42666666666668
Cloudy (8/8),2021-04-27,31,-2.3,66.16575626929145,29.152157226680888,91.21666666666668
Cloudy (8/8),2021-04-28,44,-3.3,66.16575626929145,29.152157226680888,198.45666666666668
Mostly cloudy (6/8),2021-04-29,38,-3.9,66.16575626929145,29.152157226680888,231.98666666666668
Cloudy (8/8),2021-04-30,36,-4.3,66.16575626929145,29.152157226680888,272.06333333333333
Cloudy (8/8),2021-05-01,37,-5.7,66.16575626929145,29.152157226680888,233.1589743589744
Cloudy (8/8),2021-05-02,37,-1.8,66.16575626929145,29.152157226680888,245.95
Cloudy (8/8),2021-05-03,34,-1.1,66.16575626929145,29.152157226680888,95.71999999999998
Mostly cloudy (7/8),2021-05-04,34,-0.7,66.16575626929145,29.152157226680888,201.52
Clear (0/8),2021-05-05,33,-2.9,66.16575626929145,29.152157226680888,69.05999999999999
Cloudy (8/8),2021-05-06,33,-3.4,66.16575626929145,29.152157226680888,59.00666666666666
Mostly cloudy (7/8),2021-05-07,42,-4.6,66.16575626929145,29.152157226680888,89.85333333333334
Cloudy (8/8),2021-05-08,52,-1.7,66.16575626929145,29.152157226680888,197.98666666666668
Cloudy (8/8),2021-05-09,40,0.9,66.16575626929145,29.152157226680888,169.77666666666667
Clear (0/8),2021-05-10,34,1.9,66.16575626929145,29.152157226680888,75.45333333333333
Cloudy (8/8),2021-05-11,32,5.6,66.16575626929145,29.152157226680888,304.7966666666667
Cloudy (8/8),2021-05-12,28,9.9,66.16575626929145,29.152157226680888,368.42666666666673
Clear (0/8),2021-05-13,19,16.7,66.16575626929145,29.152157226680888,264.00666666666666
Clear (0/8),2021-05-14,11,4.9,66.16575626929145,29.152157226680888,237.42
Mostly cloudy (7/8),2021-05-15,4,1.1,66.16575626929145,29.152157226680888,165.58666666666667
Cloudy (8/8),2021-05-16,-1,2.7,66.16575626929145,29.152157226680888,327.0
Cloudiness cannot be determined (9/8),2021-05-17,-1,8.6,66.16575626929145,29.152157226680888,114.48333333333332
Clear (0/8),2021-05-18,-1,10,66.16575626929145,29.152157226680888,137.13333333333333
Cloudiness cannot be determined (9/8),2021-05-19,-1,10,66.16575626929145,29.152157226680888,57.403333333333336
Cloudy (8/8),2021-05-20,-1,9.5,66.16575626929145,29.152157226680888,114.21
Cloudy (8/8),2021-05-21,-1,3.2,66.16575626929145,29.152157226680888,55.56
Cloudy (8/8),2021-05-22,-1,0.2,66.16575626929145,29.152157226680888,220.68
Cloudy (8/8),2021-05-23,-1,-1.1,66.16575626929145,29.152157226680888,111.05333333333331
Cloudy (8/8),2021-05-24,-1,0.9,66.16575626929145,29.152157226680888,331.1296296296296
Cloudy (8/8),2021-05-25,-1,3.4,66.16575626929145,29.152157226680888,206.0
Cloudy (8/8),2021-05-26,-1,2.9,66.16575626929145,29.152157226680888,67.66333333333334
Mostly clear (3/8),2021-05-27,-1,2.6,66.16575626929145,29.152157226680888,98.18666666666668
Mostly cloudy (7/8),2021-05-28,-1,2.7,66.16575626929145,29.152157226680888,231.15666666666667
Cloudy (8/8),2021-05-29,-1,0.4,66.16575626929145,29.152157226680888,388.3888888888889
Clear (0/8),2021-05-30,-1,7.8,66.16575626929145,29.152157226680888,459.4
Mostly cloudy (7/8),2021-05-31,-1,9.7,66.16575626929145,29.152157226680888,176.56333333333336
Partly cloudy (4/8),2021-06-01,-1,11.3,66.16575626929145,29.152157226680888,374.6000000000001
Clear (0/8),2021-06-02,-1,16.6,66.16575626929145,29.152157226680888,481.5666666666666
Clear (0/8),2021-06-03,-1,19,66.16575626929145,29.152157226680888,409.3666666666666
Clear (0/8),2021-06-04,-1,19.2,66.16575626929145,29.152157226680888,442.03333333333336
Clear (0/8),2021-06-05,-1,17.8,66.16575626929145,29.152157226680888,315.7333333333333
Clear (0/8),2021-06-06,-1,11.1,66.16575626929145,29.152157226680888,419.73333333333335
Partly cloudy (5/8),2021-06-07,-1,13.6,66.16575626929145,29.152157226680888,387.3
Clear (0/8),2021-06-08,-1,16.1,66.16575626929145,29.152157226680888,256.56666666666666
Clear (0/8),2021-06-09,-,17.6,66.16575626929145,29.152157226680888,363.1
Clear (0/8),2021-06-10,-1,18.2,66.16575626929145,29.152157226680888,404.1000000000001
Clear (0/8),2021-06-11,-1,19.5,66.16575626929145,29.152157226680888,462.6333333333334
Clear (0/8),2021-06-12,-1,16.9,66.16575626929145,29.152157226680888,149.83333333333334
Mostly cloudy (6/8),2021-06-13,-1,11.2,66.16575626929145,29.152157226680888,208.53333333333333
Clear (1/8),2021-06-14,-1,10.1,66.16575626929145,29.152157226680888,310.5
Mostly cloudy (7/8),2021-06-15,-1,8.5,66.16575626929145,29.152157226680888,242.70000000000005
Cloudy (8/8),2021-06-16,-1,5.8,66.16575626929145,29.152157226680888,357.8333333333333
Clear (1/8),2021-06-17,-1,10.9,66.16575626929145,29.152157226680888,332.93333333333334
Clear (1/8),2021-06-18,-1,11.7,66.16575626929145,29.152157226680888,304.93333333333334
Cloudy (8/8),2021-06-19,-1,12.9,66.16575626929145,29.152157226680888,443.7666666666667
Cloudy (8/8),2021-06-20,-1,11,66.16575626929145,29.152157226680888,259.2333333333333
Cloudy (8/8),2021-06-21,-1,14.3,66.16575626929145,29.152157226680888,218.6
Clear (1/8),2021-06-22,-1,15.5,66.16575626929145,29.152157226680888,248.30000000000004
Mostly cloudy (7/8),2021-06-23,-1,10.6,66.16575626929145,29.152157226680888,221.96666666666667
Cloudy (8/8),2021-06-24,-1,12,66.16575626929145,29.152157226680888,128.55666666666664
Clear (0/8),2021-06-25,-1,16.5,66.16575626929145,29.152157226680888,163.20000000000002
Mostly cloudy (7/8),2021-06-26,-1,10.2,66.16575626929145,29.152157226680888,290.93333333333334
Cloudy (8/8),2021-06-27,-1,11.5,66.16575626929145,29.152157226680888,241.30000000000004
Clear (0/8),2021-06-28,-1,15.3,66.16575626929145,29.152157226680888,482.9666666666667
Clear (0/8),2021-06-29,-1,16.9,66.16575626929145,29.152157226680888,461.8333333333333
Mostly cloudy (6/8),2021-06-30,-1,11.8,66.16575626929145,29.152157226680888,275.2
Clear (0/8),2021-07-01,-1,14.5,66.16575626929145,29.152157226680888,452.1333333333334
Clear (0/8),2021-07-02,-1,18.7,66.16575626929145,29.152157226680888,443.3
Mostly clear (2/8),2021-07-03,-1,16.4,66.16575626929145,29.152157226680888,522.7666666666667
Clear (0/8),2021-07-04,-1,21.7,66.16575626929145,29.152157226680888,522.5333333333334
Clear (0/8),2021-07-05,-1,24.5,66.16575626929145,29.152157226680888,426.26666666666665
Clear (0/8),2021-07-06,-1,22.9,66.16575626929145,29.152157226680888,139.53333333333333
Cloudy (8/8),2021-07-07,-1,19.4,66.16575626929145,29.152157226680888,257.90000000000003
Mostly cloudy (7/8),2021-07-08,-1,18,66.16575626929145,29.152157226680888,162.76666666666665
Clear (0/8),2021-07-09,-1,18.2,66.16575626929145,29.152157226680888,182.9
Clear (0/8),2021-07-10,-1,21.2,66.16575626929145,29.152157226680888,346.2
Mostly cloudy (7/8),2021-07-11,-1,20.5,66.16575626929145,29.152157226680888,253.2
Mostly cloudy (7/8),2021-07-12,-1,18.4,66.16575626929145,29.152157226680888,335.6333333333333
Clear (0/8),2021-07-13,-1,18.9,66.16575626929145,29.152157226680888,386.06666666666666
Mostly cloudy (6/8),2021-07-14,-1,18.4,66.16575626929145,29.152157226680888,403.6
Clear (0/8),2021-07-15,-1,16.7,66.16575626929145,29.152157226680888,265.03333333333336
Cloudy (8/8),2021-07-16,-1,15.2,66.16575626929145,29.152157226680888,382.6333333333334
Clear (1/8),2021-07-17,-1,14.6,66.16575626929145,29.152157226680888,341.93333333333334
Clear (0/8),2021-07-18,-1,12.4,66.16575626929145,29.152157226680888,220.30000000000004
Clear (0/8),2021-07-19,-1,10.7,66.16575626929145,29.152157226680888,192.7
Cloudy (8/8),2021-07-20,-1,8.5,66.16575626929145,29.152157226680888,167.13333333333333
Clear (1/8),2021-07-21,-1,7.7,66.16575626929145,29.152157226680888,252.3
Cloudy (8/8),2021-07-22,-1,9.2,66.16575626929145,29.152157226680888,204.33333333333331
Partly cloudy (5/8),2021-07-23,-1,7.4,66.16575626929145,29.152157226680888,173.0
Mostly cloudy (7/8),2021-07-24,-1,11,66.16575626929145,29.152157226680888,262.1333333333333
Mostly cloudy (7/8),2021-07-25,-1,13.6,66.16575626929145,29.152157226680888,280.56666666666666
Clear (0/8),2021-07-26,-1,14.2,66.16575626929145,29.152157226680888,281.1
Mostly cloudy (7/8),2021-07-27,-1,17.1,66.16575626929145,29.152157226680888,364.86666666666673
Clear (0/8),2021-07-28,-1,19.2,66.16575626929145,29.152157226680888,169.9333333333333
Clear (0/8),2021-07-29,-1,11.2,66.16575626929145,29.152157226680888,190.66666666666663
Cloudy (8/8),2021-07-30,-1,8.7,66.16575626929145,29.152157226680888,63.4
Cloudy (8/8),2021-07-31,-1,10,66.16575626929145,29.152157226680888,169.76666666666665
Partly cloudy (4/8),2021-08-01,-1,13.2,66.16575626929145,29.152157226680888,143.6
Partly cloudy (5/8),2021-08-02,-1,12.3,66.16575626929145,29.152157226680888,199.23333333333332
Mostly cloudy (7/8),2021-08-03,-1,7.2,66.16575626929145,29.152157226680888,57.96666666666667
Cloudy (8/8),2021-08-04,-1,6.4,66.16575626929145,29.152157226680888,199.16666666666663
Mostly cloudy (7/8),2021-08-05,-1,12.4,66.16575626929145,29.152157226680888,293.8666666666667
Mostly cloudy (7/8),2021-08-06,-1,15.1,66.16575626929145,29.152157226680888,337.2333333333333
Clear (0/8),2021-08-07,-1,15.5,66.16575626929145,29.152157226680888,198.5666666666667
Clear (0/8),2021-08-08,-1,12.7,66.16575626929145,29.152157226680888,128.46666666666667
Cloudy (8/8),2021-08-09,-1,11.2,66.16575626929145,29.152157226680888,43.1
Cloudy (8/8),2021-08-10,-1,13.7,66.16575626929145,29.152157226680888,149.4
Mostly cloudy (7/8),2021-08-11,-1,14.6,66.16575626929145,29.152157226680888,121.46666666666664
Clear (0/8),2021-08-12,-1,14.8,66.16575626929145,29.152157226680888,111.86666666666667
Clear (0/8),2021-08-13,-1,13.9,66.16575626929145,29.152157226680888,252.0
Clear (0/8),2021-08-14,-1,14.5,66.16575626929145,29.152157226680888,136.70000000000002
Cloudy (8/8),2021-08-15,-1,13.2,66.16575626929145,29.152157226680888,64.63333333333334
Partly cloudy (5/8),2021-08-16,-1,8.3,66.16575626929145,29.152157226680888,98.3
Cloudy (8/8),2021-08-17,-1,12.3,66.16575626929145,29.152157226680888,24.33333333333333
Mostly cloudy (7/8),2021-08-18,-1,12.3,66.16575626929145,29.152157226680888,25.766666666666666
Mostly cloudy (7/8),2021-08-19,-1,12.1,66.16575626929145,29.152157226680888,43.66666666666666
Mostly cloudy (7/8),2021-08-20,-1,11.2,66.16575626929145,29.152157226680888,126.33333333333331
Mostly clear (2/8),2021-08-21,-1,10.6,66.16575626929145,29.152157226680888,78.83333333333334
Cloudy (8/8),2021-08-22,-1,6.4,66.16575626929145,29.152157226680888,44.8
Cloudy (8/8),2021-08-23,-1,3.8,66.16575626929145,29.152157226680888,94.66666666666669
Mostly cloudy (7/8),2021-08-24,-1,5,66.16575626929145,29.152157226680888,100.0
Cloudy (8/8),2021-08-25,-1,4.7,66.16575626929145,29.152157226680888,8.1
Cloudy (8/8),2021-08-26,-1,6.4,66.16575626929145,29.152157226680888,72.10000000000001
Clear (0/8),2021-08-27,-1,8.7,66.16575626929145,29.152157226680888,134.73333333333335
Clear (0/8),2021-08-28,-1,10.7,66.16575626929145,29.152157226680888,105.06666666666668
Clear (0/8),2021-08-29,-1,10,66.16575626929145,29.152157226680888,226.0
Mostly cloudy (7/8),2021-08-30,-1,11.2,66.16575626929145,29.152157226680888,213.66666666666663
Cloudy (8/8),2021-08-31,-1,9.5,66.16575626929145,29.152157226680888,261.26666666666665
Partly cloudy (4/8),2021-09-01,-1,5.1,66.16575626929145,29.152157226680888,196.16666666666663
Mostly cloudy (7/8),2021-09-02,-1,3.8,66.16575626929145,29.152157226680888,127.36666666666666
Mostly cloudy (7/8),2021-09-03,-1,3.4,66.16575626929145,29.152157226680888,113.66666666666669
Mostly cloudy (7/8),2021-09-04,-1,2.7,66.16575626929145,29.152157226680888,217.4
Clear (0/8),2021-09-05,-1,3.1,66.16575626929145,29.152157226680888,111.0
Cloudy (8/8),2021-09-06,-1,6.7,66.16575626929145,29.152157226680888,103.86666666666667
Cloudy (8/8),2021-09-07,-1,7.9,66.16575626929145,29.152157226680888,27.633333333333336
Cloudy (8/8),2021-09-08,-1,7.9,66.16575626929145,29.152157226680888,18.166666666666668
Mostly cloudy (7/8),2021-09-09,-1,5.8,66.16575626929145,29.152157226680888,141.16666666666666
Clear (0/8),2021-09-10,-1,6.4,66.16575626929145,29.152157226680888,250.5666666666667
Mostly cloudy (7/8),2021-09-11,-1,5.7,66.16575626929145,29.152157226680888,123.46666666666664
Mostly clear (2/8),2021-09-12,-1,6.4,66.16575626929145,29.152157226680888,42.53333333333334
Cloudy (8/8),2021-09-13,-1,4.2,66.16575626929145,29.152157226680888,149.0
Cloudy (8/8),2021-09-14,-1,2.8,66.16575626929145,29.152157226680888,156.0
Mostly cloudy (7/8),2021-09-15,-1,1.7,66.16575626929145,29.152157226680888,73.56666666666666
Cloudy (8/8),2021-09-16,-1,1.4,66.16575626929145,29.152157226680888,27.8
Cloudy (8/8),2021-09-17,-1,2.5,66.16575626929145,29.152157226680888,86.96666666666665
Mostly cloudy (7/8),2021-09-18,-1,3.5,66.16575626929145,29.152157226680888,66.2
Cloudy (8/8),2021-09-19,-1,2.9,66.16575626929145,29.152157226680888,27.3
Cloudy (8/8),2021-09-20,-1,1.7,66.16575626929145,29.152157226680888,161.20000000000002
Cloudy (8/8),2021-09-21,-1,0.6,66.16575626929145,29.152157226680888,78.56666666666668
Clear (0/8),2021-09-22,-1,2.2,66.16575626929145,29.152157226680888,139.96666666666667
Mostly cloudy (7/8),2021-09-23,-1,1.7,66.16575626929145,29.152157226680888,6.066666666666666
Cloudy (8/8),2021-09-24,-1,4.5,66.16575626929145,29.152157226680888,0.0333333333333333
Cloudy (8/8),2021-09-25,-1,4.3,66.16575626929145,29.152157226680888,28.53333333333333
Cloudy (8/8),2021-09-26,-1,4.5,66.16575626929145,29.152157226680888,238.96666666666667
Partly cloudy (4/8),2021-09-27,-1,7.7,66.16575626929145,29.152157226680888,254.73333333333332
Clear (0/8),2021-09-28,-1,9.8,66.16575626929145,29.152157226680888,129.33333333333334
Clear (0/8),2021-09-29,-1,6.4,66.16575626929145,29.152157226680888,1.5
Cloudy (8/8),2021-09-30,-1,4.3,66.16575626929145,29.152157226680888,3.1
Cloudy (8/8),2021-10-01,-1,4.6,66.16575626929145,29.152157226680888,10.333333333333334
Cloudy (8/8),2021-10-02,-1,5,66.16575626929145,29.152157226680888,32.13333333333333
Mostly cloudy (7/8),2021-10-03,-1,6.4,66.16575626929145,29.152157226680888,112.6
Clear (0/8),2021-10-04,-1,7.7,66.16575626929145,29.152157226680888,27.6
Cloudy (8/8),2021-10-05,-1,6.3,66.16575626929145,29.152157226680888,0.4333333333333333
Cloudy (8/8),2021-10-06,-1,6.4,66.16575626929145,29.152157226680888,48.16666666666666
Cloudy (8/8),2021-10-07,-1,5.8,66.16575626929145,29.152157226680888,9.066666666666665
Partly cloudy (5/8),2021-10-08,-1,-0.3,66.16575626929145,29.152157226680888,5.366666666666666
Cloudy (8/8),2021-10-09,-1,3.8,66.16575626929145,29.152157226680888,0.8333333333333334
Cloudy (8/8),2021-10-10,-1,7.8,66.16575626929145,29.152157226680888,0.3333333333333333
Cloudy (8/8),2021-10-11,-1,5.8,66.16575626929145,29.152157226680888,10.666666666666666
Cloudy (8/8),2021-10-12,-1,2.6,66.16575626929145,29.152157226680888,10.333333333333334
Mostly cloudy (7/8),2021-10-13,-1,0.8,66.16575626929145,29.152157226680888,48.86666666666667
Cloudy (8/8),2021-10-14,-1,-1.1,66.16575626929145,29.152157226680888,84.46666666666665
Cloudy (8/8),2021-10-15,-1,2.8,66.16575626929145,29.152157226680888,0.3666666666666667
Cloudy (8/8),2021-10-16,-1,0.8,66.16575626929145,29.152157226680888,106.36666666666667
Cloudy (8/8),2021-10-17,-1,-1,66.16575626929145,29.152157226680888,139.36666666666667
Mostly cloudy (7/8),2021-10-18,-1,-2.3,66.16575626929145,29.152157226680888,64.73333333333333
Mostly cloudy (7/8),2021-10-19,-1,-5.4,66.16575626929145,29.152157226680888,180.7
Mostly cloudy (7/8),2021-10-20,-1,-5.6,66.16575626929145,29.152157226680888,1.1666666666666667
Cloudy (8/8),2021-10-21,16,-3.5,66.16575626929145,29.152157226680888,19.83333333333333
Cloudy (8/8),2021-10-22,15,-4.2,66.16575626929145,29.152157226680888,2.2
Mostly cloudy (7/8),2021-10-23,15,-6.6,66.16575626929145,29.152157226680888,7.599999999999999
Clear (0/8),2021-10-24,13,-6.7,66.16575626929145,29.152157226680888,32.53333333333333
Cloudy (8/8),2021-10-25,12,-4.7,66.16575626929145,29.152157226680888,4.566666666666667
Cloudy (8/8),2021-10-26,21,-1.1,66.16575626929145,29.152157226680888,0.6
Cloudy (8/8),2021-10-27,18,-3.6,66.16575626929145,29.152157226680888,1.6
Cloudy (8/8),2021-10-28,17,-3.6,66.16575626929145,29.152157226680888,10.566666666666666
Cloudiness cannot be determined (9/8),2021-10-29,20,1.1,66.16575626929145,29.152157226680888,3.6666666666666665
Cloudy (8/8),2021-10-30,16,2.4,66.16575626929145,29.152157226680888,0.8333333333333334
Cloudy (8/8),2021-10-31,12,2,66.16575626929145,29.152157226680888,1.3666666666666665
Cloudy (8/8),2021-11-01,9,1.4,66.16575626929145,29.152157226680888,20.466666666666665
Cloudy (8/8),2021-11-02,7,2.5,66.16575626929145,29.152157226680888,47.833333333333336
Cloudy (8/8),2021-11-03,3,0.8,66.16575626929145,29.152157226680888,0.1
Cloudy (8/8),2021-11-04,2,-0.1,66.16575626929145,29.152157226680888,7.6
Cloudy (8/8),2021-11-05,3,0.6,66.16575626929145,29.152157226680888,0.5666666666666668
Cloudy (8/8),2021-11-06,2,-1.5,66.16575626929145,29.152157226680888,25.0
Cloudy (8/8),2021-11-07,4,-5.8,66.16575626929145,29.152157226680888,30.73333333333333
Clear (0/8),2021-11-08,4,-8.8,66.16575626929145,29.152157226680888,58.0
Cloudy (8/8),2021-11-09,4,-8.5,66.16575626929145,29.152157226680888,16.466666666666665
Cloudy (8/8),2021-11-10,7,-1.1,66.16575626929145,29.152157226680888,8.0
Cloudy (8/8),2021-11-11,3,-1.1,66.16575626929145,29.152157226680888,59.5
Cloudy (8/8),2021-11-12,3,-3.8,66.16575626929145,29.152157226680888,7.300000000000001
Cloudy (8/8),2021-11-13,3,-5.7,66.16575626929145,29.152157226680888,2.466666666666667
Mostly cloudy (7/8),2021-11-14,4,-7,66.16575626929145,29.152157226680888,68.06666666666666
Clear (0/8),2021-11-15,5,-5.4,66.16575626929145,29.152157226680888,6.7
Cloudy (8/8),2021-11-16,7,-2,66.16575626929145,29.152157226680888,10.433333333333334
Cloudy (8/8),2021-11-17,7,-0.4,66.16575626929145,29.152157226680888,0.3999999999999999
Cloudy (8/8),2021-11-18,6,-0.8,66.16575626929145,29.152157226680888,2.266666666666667
Cloudy (8/8),2021-11-19,6,-5.2,66.16575626929145,29.152157226680888,17.0
Cloudy (8/8),2021-11-20,5,-6.2,66.16575626929145,29.152157226680888,16.866666666666664
Cloudy (8/8),2021-11-21,7,-7.7,66.16575626929145,29.152157226680888,9.533333333333331
Clear (0/8),2021-11-22,8,-13.4,66.16575626929145,29.152157226680888,81.16666666666667
Cloudy (8/8),2021-11-23,8,-10.4,66.16575626929145,29.152157226680888,1.4666666666666668
Cloudy (8/8),2021-11-24,12,-9.9,66.16575626929145,29.152157226680888,28.4
