Cloud cover [1/8],Date,Snow depth [cm],Unnamed: 0,Average temperature [°C],latitude,longitude,Average radiation
Mostly cloudy (7/8),2004-07-17,-1,198.0,16.2,63.09919816994788,29.819181926899105,156.6
Clear (0/8),2004-07-18,-1,199.0,16.4,63.09919816994788,29.819181926899105,360.8666666666666
Clear (0/8),2004-07-19,-1,200.0,17,63.09919816994788,29.819181926899105,203.43333333333337
Clear (0/8),2004-07-20,-1,201.0,17.4,63.09919816994788,29.819181926899105,170.5
Clear (0/8),2004-07-21,-1,202.0,17.3,63.09919816994788,29.819181926899105,124.09999999999998
Mostly cloudy (7/8),2004-07-22,-1,203.0,16.5,63.09919816994788,29.819181926899105,190.30000000000004
Clear (0/8),2004-07-23,-1,204.0,16.7,63.09919816994788,29.819181926899105,239.4333333333333
-,2004-07-24,-1,205.0,17,63.09919816994788,29.819181926899105,197.13333333333333
Clear (0/8),2004-07-25,-1,206.0,17.6,63.09919816994788,29.819181926899105,120.16666666666669
Partly cloudy (5/8),2004-07-26,-1,207.0,18.7,63.09919816994788,29.819181926899105,142.0
Clear (0/8),2004-07-27,-1,208.0,18.1,63.09919816994788,29.819181926899105,85.13333333333333
Mostly cloudy (7/8),2004-07-28,-1,209.0,16.9,63.09919816994788,29.819181926899105,9.033333333333331
Mostly cloudy (7/8),2004-07-29,-1,210.0,16.1,63.09919816994788,29.819181926899105,8.866666666666667
Cloudy (8/8),2004-07-30,-1,211.0,17,63.09919816994788,29.819181926899105,165.9
Cloudy (8/8),2004-07-31,-1,212.0,16.8,63.09919816994788,29.819181926899105,162.66666666666666
Clear (1/8),2004-08-01,-1,213.0,17.2,63.09919816994788,29.819181926899105,273.1666666666667
Mostly cloudy (7/8),2004-08-02,-1,214.0,18.5,63.09919816994788,29.819181926899105,236.4333333333333
Clear (0/8),2004-08-03,-1,215.0,20.1,63.09919816994788,29.819181926899105,91.7
Mostly cloudy (7/8),2004-08-04,-1,216.0,19.4,63.09919816994788,29.819181926899105,218.30000000000004
Cloudy (8/8),2004-08-05,-1,217.0,18.5,63.09919816994788,29.819181926899105,269.1
Mostly cloudy (7/8),2004-08-06,-1,218.0,20.1,63.09919816994788,29.819181926899105,310.13333333333327
Partly cloudy (5/8),2004-08-07,-1,219.0,20.2,63.09919816994788,29.819181926899105,254.7333333333333
Clear (0/8),2004-08-08,-1,220.0,18,63.09919816994788,29.819181926899105,164.53333333333333
Mostly cloudy (7/8),2004-08-09,-1,221.0,13.5,63.09919816994788,29.819181926899105,209.76666666666668
Clear (0/8),2004-08-10,-1,222.0,12.9,63.09919816994788,29.819181926899105,257.6
Cloudy (8/8),2004-08-11,-1,223.0,13.4,63.09919816994788,29.819181926899105,130.83333333333334
Clear (1/8),2004-08-12,-1,224.0,12.5,63.09919816994788,29.819181926899105,189.3
Partly cloudy (5/8),2004-08-13,-1,225.0,10.7,63.09919816994788,29.819181926899105,216.1
Partly cloudy (5/8),2004-08-14,-1,226.0,10.9,63.09919816994788,29.819181926899105,257.96666666666664
Clear (0/8),2004-08-15,-1,227.0,9.9,63.09919816994788,29.819181926899105,171.13333333333333
Mostly cloudy (7/8),2004-08-16,-1,228.0,10.2,63.09919816994788,29.819181926899105,188.13333333333333
Clear (0/8),2004-08-17,-1,229.0,10.8,63.09919816994788,29.819181926899105,25.1
Cloudy (8/8),2004-08-18,-1,230.0,14.1,63.09919816994788,29.819181926899105,54.0
Mostly cloudy (7/8),2004-08-19,-1,231.0,11.4,63.09919816994788,29.819181926899105,124.86666666666667
Mostly cloudy (7/8),2004-08-20,-1,232.0,12.2,63.09919816994788,29.819181926899105,102.3
Clear (1/8),2004-08-21,-1,233.0,15,63.09919816994788,29.819181926899105,116.46666666666668
Mostly cloudy (7/8),2004-08-22,-1,234.0,15.8,63.09919816994788,29.819181926899105,121.56666666666666
Mostly cloudy (7/8),2004-08-23,-1,235.0,14.7,63.09919816994788,29.819181926899105,145.66666666666666
Clear (1/8),2004-08-24,-1,236.0,9.6,63.09919816994788,29.819181926899105,225.9666666666667
Clear (0/8),2004-08-25,-1,237.0,9.9,63.09919816994788,29.819181926899105,189.9666666666667
Clear (0/8),2004-08-26,-1,238.0,9,63.09919816994788,29.819181926899105,3.366666666666667
Mostly cloudy (7/8),2004-08-27,-1,239.0,11.3,63.09919816994788,29.819181926899105,134.06666666666666
Mostly cloudy (7/8),2004-08-28,-1,240.0,14.4,63.09919816994788,29.819181926899105,50.06666666666666
Partly cloudy (5/8),2004-08-29,-1,241.0,15.1,63.09919816994788,29.819181926899105,185.03333333333333
Cloudy (8/8),2004-08-30,-1,242.0,14.7,63.09919816994788,29.819181926899105,90.96666666666664
Mostly cloudy (7/8),2004-08-31,-1,243.0,17,63.09919816994788,29.819181926899105,131.53333333333333
Clear (1/8),2004-09-01,-1,244.0,18,63.09919816994788,29.819181926899105,34.833333333333336
Clear (1/8),2004-09-02,-1,245.0,17.1,63.09919816994788,29.819181926899105,15.16666666666667
Clear (0/8),2004-09-03,-1,246.0,13.8,63.09919816994788,29.819181926899105,25.3
Clear (0/8),2004-09-04,-1,247.0,9.7,63.09919816994788,29.819181926899105,97.83333333333331
